map_name	feature_alt_name	feature_start	feature_name	feature_type
4B	Xbcd1250-4B	17.3	BCD1250	Marker
4B	Xbcd1262-4B	19.8	BCD1262	Marker
4B	Xbcd1265-4B	26.3	BCD1265	Marker
4B	Xbcd2026-4B	14.9	BCD2026	Marker
4B	Xcdo20-4B	41.2	CDO20	Marker
4B	Xcdo795-4B	11.6	CDO795	Marker
4B	Xcdo938-4B	20.8	CDO938	Marker
4B	Xcdo1128-4B	15.7	CDO1128	Marker
4B	Xcdo1312-4B	38.3	CDO1312	Marker
4B	Xcdo1401-4B	30.7	CDO1401	Marker
4B	Xcdo1528-4B	41.2	CDO1528	Marker
4B	Xcnl7-4B	30.7	AC11	Marker
4B	Xcsu25-4B	14.1	CSU25	Marker
4B	Xcsu25-4B	14.1	p-cs25	Marker
4B	Xfba8-4B	13.2	FBA8	Marker
4B	Xfba41-4B	37.5	FBA41	Marker
4B	Xfba78-4B	0	FBA78	Marker
4B	Xfba147-4B	16.5	FBA147	Marker
4B	Xfba177-4B	52.7	FBA177	Marker
4B	Xfbb22-4B	5.8	FBB22	Marker
4B	Xfbb58-4B	36.7	FBB58	Marker
4B	Xfbb67-4B	47.9	FBB67	Marker
4B	Xfbb121-4B	12.4	FBB121	Marker
4B	Xfbb178-4B	35.8	FBB178	Marker
4B	Xfbb182-4B	43.1	FBB182	Marker
4B	Xfbb255-4B	57.5	FBB255	Marker
4B	XksuE2-4B	38.3	pTtksuE2	Marker
4B	XksuG10-4B	33.2	pTtksuG10	Marker
4B	Xmwg2025-4B	35	MWG2025	Marker
4B	Xrz251-4B	21.7	RZ251	Marker
4B	Xrz672-4B	21.4	RZ672	Marker
4B	Xwg110-4B	21.1	WG110	Marker
4B	Xwg114-4B	42.2	WG114	Marker
4D	Centromere	52.2	Centromere	Centromere
4D	Xbcd15-4D	70.5	BCD15	Marker
4D	Xbcd15-4D	70.5	BCD1555	Marker
4D	Xbcd265-4D	42.2	BCD265	Marker
4D	Xbcd327-4D	50.9	BCD327	Marker
4D	Xbcd1117-4D	62.1	BCD1117	Marker
4D	Xbcd1431-4D.1	95.2	BCD1431	Marker
4D	Xbcd1431-4D.2	123.8	BCD1431	Marker
4D	Xcdo669-4D	26.8	CDO669	Marker
4D	Xcdo949-4D	125.8	CDO949	Marker
4D	Xcdo1081-4D	104.1	CDO1081	Marker
4D	Xcdo1312-4D	84.1	CDO1312	Marker
4D	Xfba177-4D	121.8	FBA177	Marker
4D	Xfbb13-4D	46.6	FBB13	Marker
4D	Xfbb178-4D	76.1	FBB178	Marker
4D	Xfbb226-4D	112.9	FBB226	Marker
4D	Xfbb251-4D	53.4	FBB251	Marker
4D	Xfbb336-4D	58.4	FBB336	Marker
4D	XksuF8-4D	54.7	pTtksuF8	Marker
4D	Xmwg634-4D	0	MWG634	Marker
5A	Centromere	9.8	Centromere	Centromere
5A	Vrn1	81.9	Vrn1	Marker
5A	Xabg366-5A	124.1	ABG366	Marker
5A	Xabg391-5A	112.5	ABG391	Marker
5A	Xbcd157-5A	20.9	BCD157	Marker
5A	Xbcd183-5A	73	BCD183	Marker
5A	Xbcd926-5A	35.4	BCD926	Marker
5A	Xbcd981-5A	33.1	BCD981	Marker
5A	Xbcd1088-5A	37	BCD1088	Marker
5A	Xbcd1235-5A.1	58.3	BCD1235	Marker
5A	Xbcd1235-5A.2	118.9	BCD1235	Marker
5A	Xbcd1355-5A	23.2	BCD1355	Marker
5A	Xbcd1871-5A	0	BCD1871	Marker
5A	Xbcd1949-5A	36.2	BCD1949	Marker
5A	Xcdo20-5A	128.2	CDO20	Marker
5A	Xcdo57-5A	30.2	CDO57	Marker
5A	Xcdo412-5A	27.2	CDO412	Marker
5A	Xcdo457-5A	115.7	CDO457	Marker
5A	Xcdo749-5A	3.3	CDO749	Marker
5A	Xcdo785-5A	16.3	CDO785	Marker
5A	Xcdo1090-5A	37.8	CDO1090	Marker
5A	Xcdo1312-5A	122.1	CDO1312	Marker
5A	Xcdo1326-5A	97.5	CDO1326	Marker
5A	Xcdo1528-5A	131.9	CDO1528	Marker
5A	Xfba68-5A	100.4	FBA68	Marker
5A	Xfba131-5A	6.5	FBA131	Marker
5A	Xfba166-5A	62	FBA166	Marker
5A	Xfba190-5A	65.7	FBA190	Marker
5A	Xfba351-5A	106.1	FBA351	Marker
5A	Xfba352-5A	13	FBA352	Marker
5A	Xfbb2-5A	51.5	FBB2	Marker
5A	Xfbb199-5A	103.2	FBB199	Marker
5A	Xfbb209-5A	109.3	FBB209	Marker
5A	Xfbb249-5A	126.2	FBB249	Marker
5A	Xfbb255-5A	69.3	FBB255	Marker
5A	Xfbb330-5A	139.3	FBB330	Marker
5A	Xmwg522-5A	42.4	MWG522	Marker
5A	Xmwg624-5A	48.7	MWG624	Marker
5A	Xmwg2112-5A	143	MWG2112	Marker
5A	Xpsr128-5A	18.6	PSR128	Marker
5A	Xrz395-5A	90.8	RZ395	Marker
5A	Xwg114-5A	135.6	WG114	Marker
5B	Centromere	28.2	Centromere	Centromere
5B	Xabc164-5B	29.4	ABC164	Marker
5B	Xabc310-5B	138.6	ABC310	Marker
5B	Xabg473-5B	55.4	ABG473	Marker
5B	Xabg705-5B	22.9	ABG705	Marker
5B	Xbcd9-5B	76.3	BCD9	Marker
5B	Xbcd157-5B	35.9	BCD157	Marker
5B	Xbcd307-5B	72.2	BCD307	Marker
5B	Xbcd450-5B	99.7	BCD450	Marker
5B	Xbcd508-5B	61.4	BCD508	Marker
5B	Xbcd873-5B	0	BCD873	Marker
5B	Xbcd1030-5B	93.8	BCD1030	Marker
5B	Xbcd1140-5B	47.8	BCD1140	Marker
5B	Xbcd1871-5B	21.5	BCD1871	Marker
5B	Xcdo348-5B	115.8	CDO348	Marker
5B	Xcdo412-5B	36.8	CDO412	Marker
5B	Xcdo504-5B	99.7	CDO504	Marker
5B	Xcdo584-5B	118.4	CDO584	Marker
5B	Xcdo749-5B	24.2	CDO749	Marker
5B	Xcdo959-5B	4	CDO959	Marker
5B	Xcdo1192-5B	54.2	CDO1192	Marker
5B	Xcdo1326-5B	113.1	CDO1326	Marker
5B	Xfba127-5B	46	FBA127	Marker
5B	Xfba166-5B	81.8	FBA166	Marker
5B	Xfba232-5B	25.6	FBA232	Marker
5B	Xfba332-5B	87.8	FBA332	Marker
5B	Xfba342-5B	19.3	FBA342	Marker
5B	Xfba348-5B	78.5	FBA348	Marker
5B	Xfba351-5B	125.1	FBA351	Marker
5B	Xfba367-5B	12.1	FBA367	Marker
5B	Xfba393-5B	17.9	FBA393	Marker
5B	Xfbb121-5B.1	8.1	FBB121	Marker
5B	Xfbb121-5B.2	44.1	FBB121	Marker
5B	Xfbb237-5B	80.7	FBB237	Marker
5B	Xfbb276-5B	-2	FBB276	Marker
5B	Xfbb277-5B	-4	FBB277	Marker
5B	Xfbb322-5B	140.6	FBB322	Marker
5B	Xfbb323-5B	131.9	FBB323	Marker
5B	Xfbb328-5B	106.4	FBB328	Marker
5B	XksuA1-5B	42.3	pTtksuA1	Marker
5B	Xmwg52-5B	53	MWG52	Marker
5B	Xmwg561-5B	31.9	MWG561	Marker
5B	Xmwg914-5B	67.3	MWG914	Marker
5B	Xpsr128-5B	33.6	PSR128	Marker
5B	Xpsr574-5B	34.8	PSR574	Marker
5B	Xpsr929-5B	26.9	PSR929	Marker
5B	Xtam72-5B	40.5	TAM72	Marker
5B	Xwg583-5B	78.4	WG583	Marker
5B	Xwg889-5B	38.6	WG889	Marker
5B	Xwg909-5B	30.7	WG909	Marker
5D	Centromere	12.2	Centromere	Centromere
5D	Ha	-2	Ha	Marker
5D	Pm2	3.1	Pm2	Marker
5D	Vrn3	90.9	Vrn3	Marker
5D	Xbcd87-5D	187.6	BCD87	Marker
5D	Xbcd197-5D	191.4	BCD197	Marker
5D	Xbcd450-5D	103.2	BCD450	Marker
5D	Xbcd1103-5D	131.5	BCD1103	Marker
5D	Xbcd1421-5D	179.9	BCD1421	Marker
5D	Xbcd1670-5D	164.7	BCD1670	Marker
5D	Xbcd1874-5D	58	BCD1874	Marker
5D	Xcdo57-5D	44.6	CDO57	Marker
5D	Xcdo346-5D	142.9	CDO346	Marker
5D	Xcdo412-5D	32.5	CDO412	Marker
5D	Xcdo506-5D	191.4	CDO506	Marker
5D	Xcdo1508-5D	84.8	CDO1508	Marker
5D	Xcmwg770-5D	23.2	cMWG770	Marker
5D	Xfba11-5D	193.4	FBA11	Marker
5D	Xfba114-5D	6.3	FBA114	Marker
5D	Xfba137-5D	14.9	FBA137	Marker
5D	Xfba209-5D	121.8	FBA209	Marker
5D	Xfba364-5D	183.7	FBA364	Marker
5D	Xfba393-5D	0	FBA393	Marker
5D	Xfbb26-5D	71.4	FBB26	Marker
5D	Xfbb100-5D	151.6	FBB100	Marker
5D	Xfbb156-5D	38.6	FBB156	Marker
5D	Xfbb213-5D	151.6	FBB213	Marker
5D	Xfbb238-5D	9.4	FBB238	Marker
5D	XksuD30-5D	19.8	pTtksuD30	Marker
5D	Xmwg561-5D	26.6	MWG561	Marker
5D	Xmwg900-5D	117	MWG900	Marker
5D	Xmwg922-5D	126.7	MWG922	Marker
5D	Xrz395-5D	97.1	RZ395	Marker
6A	Centromere	0	Centromere	Centromere
6A	Xbcd21-6A	-82	BCD21	Marker
6A	Xbcd342-6A	-85.5	BCD342	Marker
6A	Xbcd506-6A	20.2	BCD506	Marker
6A	Xbcd758-6A	3.5	BCD758	Marker
6A	Xbcd1510-6A	69	BCD1510	Marker
6A	Xbcd1821-6A	-83.5	BCD1821	Marker
6A	Xbcd1860-6A	4.5	BCD1860	Marker
6A	Xcdo29-6A	-3.5	CDO29	Marker
6A	Xcdo204-6A	4.5	CDO204	Marker
6A	Xcdo270-6A	-16.5	CDO270	Marker
6A	Xcdo388-6A	22.5	CDO388	Marker
6A	Xcdo476-6A	-80.5	CDO476	Marker
6A	Xcdo772-6A	6.5	CDO772	Marker
6A	Xcdo836-6A	66.8	CDO836	Marker
6A	Xcdo1315-6A	-10	CDO1315	Marker
6A	Xcdo1428-6A	3	CDO1428	Marker
6A	Xcmwg652-6A	-63.5	cMWG652	Marker
6A	Xcsb112(Dhn5)-6A	43.5	Dhn5	Marker
6A	Xcsb112(Dhn5)-6A	43.5	pHv5	Marker
6A	Xfba8-6A	74.8	FBA8	Marker
6A	Xfba20-6A	64.5	FBA20	Marker
6A	Xfba65-6A	-78	FBA65	Marker
6A	Xfba85-6A	-41.5	FBA85	Marker
6A	Xfba111-6A	64.5	FBA111	Marker
6A	Xfba148-6A	-22.5	FBA148	Marker
6A	Xfba152-6A	-41.5	FBA152	Marker
6A	Xfba234-6A	-3.5	FBA234	Marker
6A	Xfba307-6A	-67.5	FBA307	Marker
6A	Xfba367-6A	4.5	FBA367	Marker
6A	Xfba397-6A	0.5	FBA397	Marker
6A	Xfbb40-6A	73.5	FBB40	Marker
6A	Xfbb70-6A	79.5	FBB70	Marker
6A	Xfbb82-6A	77.5	FBB82	Marker
6A	Xfbb95-6A	1	FBB95	Marker
6A	Xfbb145-6A	-29.5	FBB145	Marker
6A	Xfbb147-6A	-72.8	FBB147	Marker
6A	Xfbb166-6A	-62.5	FBB166	Marker
6A	Xfbb170-6A	17.8	FBB170	Marker
6A	Xfbb191-6A	71.3	FBB191	Marker
6A	Xfbb192-6A	1.5	FBB192	Marker
6A	Xfbb194-6A	-70.2	FBB194	Marker
6A	Xfbb209-6A	-75.5	FBB209	Marker
6A	Xfbb215-6A	2	FBB215	Marker
6A	Xfbb221-6A	76.2	FBB221	Marker
6A	Xfbb283-6A	2.5	FBB283	Marker
6A	XksuD27-6A	81.5	pTtksuD27	Marker
6A	XksuG48-6A	-61.5	pTtksuG48	Marker
6A	XksuH4-6A	-47	pTtksuH4	Marker
6A	Xmwg67-6A	-57	MWG67	Marker
6A	Xmwg573-6A	88.5	MWG573	Marker
6A	Xmwg934-6A	33	MWG934	Marker
6A	Xmwg2053-6A	85.3	MWG2053	Marker
6A	Xpsr8(Cxp3)-6A	-65.5	2437	Marker
6A	Xpsr8(Cxp3)-6A	-65.5	PSR8	Marker
6A	Xpsr10(Gli-2)-6A	-52.5	pTag53	Marker
6A	Xpsr167-6A	-88.5	PSR167	Marker
6A	Xpsr312-6A	-35.5	PSR312	Marker
6A	Xpsr463(Prk)-6A	8.5	R6.1	Marker
6A	Xpsr899-6A	-84.5	ABA7	Marker
6A	Xpsr899-6A	-84.5	PSR899	Marker
6A	Xpsr915-6A	12	PSR915	Marker
6A	Xtam36-6A	15.5	TAM36	Marker
6B	Centromere	0	Centromere	Centromere
6B	Nor-B2	-14.3	pTa71	Marker
6B	Xabg473-6B	30.3	ABG473	Marker
6B	Xbcd102-6B	0.7	BCD102	Marker
6B	Xbcd342-6B	-53.5	BCD342	Marker
6B	Xbcd1299-6B	0.3	BCD1299	Marker
6B	Xbcd1383-6B	-5.5	BCD1383	Marker
6B	Xbcd1407-6B	5	BCD1407	Marker
6B	Xbcd1495-6B	-2.5	BCD1495	Marker
6B	Xbcd1716-6B	1	BCD1716	Marker
6B	Xbcd2014-6B	12.3	BCD2014	Marker
6B	Xcdo341-6B	19	CDO341	Marker
6B	Xcdo476-6B	-42	CDO476	Marker
6B	Xcdo507-6B	9	CDO507	Marker
6B	Xcdo524-6B	-1	CDO52	Marker
6B	Xcdo524-6B	-1	CDO524	Marker
6B	Xcnl3-6B	-1	AC22	Marker
6B	Xcnl3-6B	-1	CNL3	Marker
6B	Xfba42-6B	26.5	FBA42	Marker
6B	Xfba67-6B	-13.1	FBA67	Marker
6B	Xfba111-6B	31.5	FBA111	Marker
6B	Xfba152-6B	-20.5	FBA152	Marker
6B	Xfba251-6B	61	FBA251	Marker
6B	Xfba328-6B	-11.9	FBA328	Marker
6B	Xfba344-6B	-9.5	FBA344	Marker
6B	Xfba345-6B	-9.5	FBA345	Marker
6B	Xfba357-6B	-15.5	FBA357	Marker
6B	Xfba359-6B	-4	FBA359	Marker
6B	Xfba399-6B	-10.7	FBA399	Marker
6B	Xfbb16-6B	-23.2	FBB16	Marker
6B	Xfbb57-6B	24	FBB57	Marker
6B	Xfbb59-6B.1	59	FBB59	Marker
6B	Xfbb59-6B.2	78	FBB59	Marker
6B	Xfbb70-6B	57	FBB70	Marker
6B	Xfbb82-6B	55	FBB82	Marker
6B	Xfbb130-6B	32.8	FBB130	Marker
6B	Xfbb164-6B	22.3	FBB164	Marker
6B	Xfbb169-6B	26.5	FBB169	Marker
6B	Xfbb327-6B	46	FBB327	Marker
6B	Xfbb359-6B	46	FBB359	Marker
6B	Xfbb364-6B	15.6	FBB364	Marker
6B	Xfbb377-6B	34	FBB377	Marker
6B	Xglk479-6B	-8.5	pTag479	Marker
6B	XksuG30-6B	29	pTtksuG30	Marker
6B	XksuH4-6B	-24.5	pTtksuH4	Marker
6B	XksuH14-6B	-7.5	pTtksuH14	Marker
6B	Xmwg74-6B	50.5	MWG74	Marker
6B	Xmwg934-6B	21.5	MWG934	Marker
6B	Xmwg2053-6B	67.5	MWG2053	Marker
6B	Xpsr141-6B	-6.5	PSR141	Marker
6B	Xpsr167-6B	-54.5	PSR167	Marker
6B	Xrz995-6B	-30.5	RZ995	Marker
6B	Xtam60-6B	-21.8	TAM60	Marker
6B	Xwg341-6B	23.2	WG341	Marker
6D	Centromere	0	Centromere	Centromere
6D	Xabc173-6D	-6.5	ABC173	Marker
6D	Xabc175-6D	10.5	ABC175	Marker
6D	Xabg20-6D	1	ABG20	Marker
6D	Xabg466-6D	-76.5	ABG466	Marker
6D	Xbcd342-6D	-74.5	BCD342	Marker
6D	Xbcd1319-6D	63.5	BCD1319	Marker
6D	Xbcd1398-6D	0.5	BCD1398	Marker
6D	Xbcd1510-6D	76.5	BCD1510	Marker
6D	Xbcd1716-6D	1.5	BCD1716	Marker
6D	Xbcd1821-6D	-78.5	BCD1821	Marker
6D	Xcdo270-6D	-14.5	CDO270	Marker
6D	Xcdo534-6D	-4.8	CDO534	Marker
6D	Xcdo836-6D	70	CDO836	Marker
6D	Xcmwg669-6D	47.5	cMWG669	Marker
6D	Xcsb112(Dhn5)-6D	50.5	Dhn5	Marker
6D	Xcsb112(Dhn5)-6D	50.5	pTZ18R-DHN5	Marker
6D	Xfba1-6D	-55.5	FBA1	Marker
6D	Xfba81-6D	38.5	FBA81	Marker
6D	Xfba85-6D	-37.5	FBA85	Marker
6D	Xfba187-6D	-49.5	FBA187	Marker
6D	Xfba307-6D	-70.5	FBA307	Marker
6D	Xfba336-6D	-1.5	FBA336	Marker
6D	Xfba381-6D	16.3	FBA381	Marker
6D	Xfbb59-6D	103.2	FBB59	Marker
6D	Xfbb70-6D	105.8	FBB70	Marker
6D	Xfbb169-6D	53.2	FBB169	Marker
6D	Xfbb222-6D	-33.5	FBB222	Marker
6D	Xfbb231-6D.1	-30.7	FBB231	Marker
6D	Xfbb231-6D.2	21.5	FBB231	Marker
6D	Xfbb283-6D	-22	FBB283	Marker
6D	Xfbb319-6D	-41.5	FBB319	Marker
6D	Xfbb354-6D	-45.5	FBB354	Marker
6D	XksuD1-6D	61	pTtksuD1	Marker
6D	XksuD27-6D	100.5	pTtksuD27	Marker
6D	XksuE14-6D	58.5	pTtksuE14	Marker
6D	XksuG48-6D	-53.5	pTtksuG48	Marker
6D	Xmwg549-6D	-62	MWG549	Marker
6D	Xmwg916-6D	-28.3	MWG916	Marker
6D	Xmwg2053-6D	108.5	MWG2053	Marker
6D	Xpsr8(Cxp3)-6D	-57.5	2437	Marker
6D	Xpsr106-6D	-25.5	PSR106	Marker
6D	Xpsr627-6D	-18.2	PSR627	Marker
6D	Xpsr899-6D	-83.5	ABA7	Marker
6D	Xpsr899-6D	-83.5	PSR899	Marker
6D	Xpsr964-6D	-66.5	PSR964	Marker
6D	Xtam28-6D	55.8	TAM28	Marker
6D	Xtam31-6D	-3.2	TAM31	Marker
7A	Centromere	121.9	Centromere	Centromere
7A	Pm1	214.2	Pm1	Marker
7A	Rc1	118.1	Rc1	Marker
7A	Xabc158-7A	68.9	ABC158	Marker
7A	Xbcd907-7A	2.4	BCD907	Marker
7A	Xbcd1066-7A	116.7	BCD1066	Marker
7A	Xcdo17-7A	118.8	CDO17	Marker
7A	Xcdo347-7A	219.5	CDO347	Marker
7A	Xcdo475-7A	47.9	CDO475	Marker
7A	Xcdo545-7A	0	CDO545	Marker
7A	Xcdo595-7A	117.4	CDO595	Marker
7A	Xcdo962-7A	130.5	CDO962	Marker
7A	Xcdo1395-7A	63.8	CDO1395	Marker
7A	Xfba9-7A	4.8	FBA9	Marker
7A	Xfba17-7A	14.3	FBA17	Marker
7A	Xfba42-7A	58.7	FBA42	Marker
7A	Xfba65-7A	19	FBA65	Marker
7A	Xfba69-7A	164.9	FBA69	Marker
7A	Xfba72-7A	26.1	FBA72	Marker
7A	Xfba97-7A	169.4	FBA97	Marker
7A	Xfba109-7A	37.3	FBA109	Marker
7A	Xfba127-7A	28.5	FBA127	Marker
7A	Xfba134-7A	224.9	FBA134	Marker
7A	Xfba204-7A	178.3	FBA204	Marker
7A	Xfba234-7A	125.5	FBA234	Marker
7A	Xfba248-7A	78.6	FBA248	Marker
7A	Xfba311-7A	23.8	FBA311	Marker
7A	Xfba321-7A	21.4	FBA321	Marker
7A	Xfba337-7A	128	FBA337	Marker
7A	Xfba340-7A	90.9	FBA340	Marker
7A	Xfba346-7A	53.3	FBA346	Marker
7A	Xfba350-7A	182.7	FBA350	Marker
7A	Xfba363-7A	119.5	FBA363	Marker
7A	Xfba382-7A	173.8	FBA382	Marker
7A	Xfbb9-7A	16.6	FBB9	Marker
7A	Xfbb18-7A	203.4	FBB18	Marker
7A	Xfbb67-7A	40.3	FBB67	Marker
7A	Xfbb121-7A	7.1	FBB121	Marker
7A	Xfbb145-7A	208.8	FBB145	Marker
7A	Xfbb156-7A	9.5	FBB156	Marker
7A	Xfbb186-7A	40.3	FBB186	Marker
7A	Xfbb193-7A	123.1	FBB193	Marker
7A	Xfbb218-7A	124.3	FBB218	Marker
7A	Xfbb238-7A	230.3	FBB238	Marker
7A	Xfbb264-7A	106.8	FBB264	Marker
7A	Xfbb278-7A	11.9	FBB278	Marker
7A	Xfbb343-7A	120.7	FBB343	Marker
7A	Xfbg354-7A	150.1	FBG354	Marker
7A	XksuD2-7A	192.3	pTtksuD2	Marker
7A	XksuG12-7A	141.4	pTtksuG12	Marker
7A	XksuH9-7A	235.7	pTtksuH9	Marker
7A	Xmwg938-7A	196.3	MWG938	Marker
7A	Xrz682-7A	196.3	RZ682	Marker
7A	Xwg380-7A	188.5	WG380	Marker
7B	Centromere	38.5	Centromere	Centromere
7B	Xabc310-7B	94.8	ABC310	Marker
7B	Xabc455-7B	41.8	ABC455	Marker
7B	Xbcd98-7B	38.1	BCD98	Marker
7B	Xbcd178-7B	46	BCD178	Marker
7B	Xbcd310-7B	26.6	BCD310	Marker
7B	Xbcd349-7B	38.3	BCD349	Marker
7B	Xbcd385-7B	35.3	BCD385	Marker
7B	Xbcd1338-7B	36.2	BCD1338	Marker
7B	Xcdo414-7B	116.1	CDO414	Marker
7B	Xcdo551-7B	38.7	CDO551	Marker
7B	Xcdo686-7B	67.3	CDO686	Marker
7B	Xcnl2-7B	116.1	AC14	Marker
7B	Xcnl7-7B	50.3	AC11	Marker
7B	Xcnl8-7B	26.6	AC24	Marker
7B	Xfba21-7B	112.1	FBA21	Marker
7B	Xfba32-7B	27.8	FBA32	Marker
7B	Xfba42-7B	0	FBA42	Marker
7B	Xfba259-7B	83.4	FBA259	Marker
7B	Xfba301-7B	89.1	FBA301	Marker
7B	Xfba305-7B	69.4	FBA305	Marker
7B	Xfba311-7B	44.6	FBA311	Marker
7B	Xfba354-7B	62.1	FBA354	Marker
7B	Xfba371-7B	37.2	FBA371	Marker
7B	Xfbb67-7B	100.4	FBB67	Marker
7B	Xfbb150-7B	20.9	FBB150	Marker
7B	Xfbb175-7B	77.8	FBB175	Marker
7B	Xfbb179-7B	65.2	FBB179	Marker
7B	Xfbb189-7B	110.1	FBB189	Marker
7B	Xfbb193-7B	43.2	FBB193	Marker
7B	Xfbb195-7B	32.7	FBB195	Marker
7B	Xfbb226-7B	28.9	FBB226	Marker
7B	Xfbb258-7B	59.1	FBB258	Marker
7B	Xfbb352-7B	70.8	FBB352	Marker
7B	XksuD2-7B	106.1	pTtksuD2	Marker
7B	XksuE18-7B	118.1	pTtksuE18	Marker
7B	Xrz476-7B	50.3	RZ476	Marker
7B	Xrz508-7B	114.1	RZ508	Marker
7B	Xtam50-7B	108.1	TAM50	Marker
7B	Xwg180-7B	30.1	WG180	Marker
7B	Xwg514-7B	56	WG514	Marker
7B	Xwg686-7B	72.2	WG686	Marker
7D	Centromere	79	Centromere	Centromere
7D	Lr34	15.6	Lr34	Marker
7D	Rc3	68.1	Rc3	Marker
7D	Xbcd707-7D	78.8	BCD707	Marker
7D	Xbcd1438-7D	18.7	BCD1438	Marker
7D	Xbcd1872-7D	0	BCD1872	Marker
7D	Xbcd1872-7D	0	BDC1872	Marker
7D	Xcdo775-7D	97.8	CDO775	Marker
7D	Xcnl6-7D	18.7	AG24	Marker
7D	Xfba8-7D	-2	FBA8	Marker
7D	Xfba69-7D	107	FBA69	Marker
7D	Xfba204-7D	150	FBA204	Marker
7D	Xfba264-7D	116.2	FBA264	Marker
7D	Xfba377-7D	62.7	FBA377	Marker
7D	Xfbb79-7D	125.4	FBB79	Marker
7D	Xfbb112-7D	93.3	FBB112	Marker
7D	Xfbb189-7D	205.8	FBB189	Marker
7D	Xfbb325-7D	168.3	FBB325	Marker
7D	XksuE3-7D	186.6	pTtksuE3	Marker
7D	Xmwg710-7D	24.5	MWG710	Marker
7D	Xmwg975-7D	133.6	MWG975	Marker
7D	Xrz2-7D	44.1	RZ2	Marker
7D	Xwg420-7D	141.3	WG420	Marker
7D	Xwg719-7D	88.8	WG719	Marker
7D	Xwg834-7D	12.5	WG834	Marker
